MUNI,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,POP_25OV,HS,BACH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,HA_AFT2000,HA_90_70,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK,COMM_OTHER,WORK_FRM_HM,OWN_OCC_HU,RNT_OCC_HU,VAC_HU,TOT_POP,TOT_HH,AVG_HH_SIZE,WHITE,HISP,BLACK,ASIAN,OTHER,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,2010_POP,2000_POP,POP_CHANGE,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,AVG_VMT,HC_PCT,TR_PCT,HCTR_PCT,PARK_ACC,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,WATER,WATERperc,VACANT,VACperc,PRIV_EMP,EMP_CHANGE,PCT_CHANGE,PJOBS_HH,RET_SALES,RETSALES_PC,TOT_EAV,RES_EAV,FARM_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,MIN_EAV,WALKSCORE,PR_CNTY,CNTY_TOT_POP,CNTY_TOT_HH,CNTY_AVG_HH_SIZE,CNTY_2010_POP,CNTY_2000_POP,CNTY_POP_CHANGE,CNTY_MED_AGE,CNTY_WHITE,CNTY_HISP,CNTY_BLACK,CNTY_ASIAN,CNTY_OTHER,CNTY_UND19,CNTY_A20_34,CNTY_A35_49,CNTY_A50_64,CNTY_A65_79,CNTY_OV80,CNTY_INC_LT_25K,CNTY_INC_25_50K,CNTY_INC_50_75K,CNTY_INC_75_100K,CNTY_INC_100_150K,CNTY_INC_GT_150,CNTY_MEDINC,CNTY_POP_25OV,CNTY_HS,CNTY_BACH,CNTY_HU_TOT,CNTY_OWN_OCC_HU,CNTY_RNT_OCC_HU,CNTY_VAC_HU,CNTY_HU_SNG_DET,CNTY_HU_SNG_ATT,CNTY_HU_2UN,CNTY_HU_3_4UN,CNTY_HU_GT_5UN,CNTY_BR_0_1,CNTY_BR_2,CNTY_BR_3,CNTY_BR_4,CNTY_BR_5,CNTY_MED_ROOMS,CNTY_HV_LT_150K,CNTY_HV_150_300K,CNTY_HV_300_500K,CNTY_HV_GT_500K,CNTY_MED_HV,CNTY_HA_AFT2000,CNTY_HA_90_70,CNTY_HA_40_70,CNTY_HA_BEF1940,CNTY_MED_HA,CNTY_POP_16OV,CNTY_IN_LBFRC,CNTY_EMP,CNTY_UNEMP,CNTY_NOT_IN_LBFRC,CNTY_PRIV_EMP,CNTY_EMP_CHANGE,CNTY_PCT_CHANGE,CNTY_PJOBS_HH,CNTY_TOT_COMM,CNTY_DROVE_AL,CNTY_CARPOOL,CNTY_TRANSIT,CNTY_WALK,CNTY_COMM_OTHER,CNTY_WORK_FRM_HM,CNTY_AVG_VMT,CNTY_HC_PCT,CNTY_TR_PCT,CNTY_HCTR_PCT,CNTY_RET_SALES,CNTY_RETSALES_PC,CNTY_PARK_ACC,POP_HH,CNTY_POP_HH
Batavia,1421,1336,1117,1246,1931,2100,90060,16252,15485,8095,19078,14138,12802,1336,4940,9664,6638,974,425,165,1428,6.8,313,3578,2505,648,286600,1494,5246,1360,1564,1984,1126,2079,2580,3226,653,11486,9829,713,397,201,346,972,7044,2107,513,25693,9151,2.767675664,22492,1656,872,406,267,8398,3145,6273,5315,1688,874,39.7,26045,23866,2179,12619,Retail Trade,Professional,Manufacturing,Health Care,Education,1369,1336,1287,1283,1267,14989,Manufacturing,Professional,Wholesale Trade,Retail Trade,Health Care,3321,2934,1493,1411,849,Chicago,Batavia,Aurora,Geneva,Naperville,1406,1381,1031,867,622,Aurora,Batavia,Chicago,North Aurora,Geneva,1931,1381,621,565,560,"22,033",35.32078863,24.63390967,59.95469831,20.92148772,6163.2434,3153.403253,51.16467172,60.32893709,0.978850472,241.8291402,3.923731784,170.9380983,2.773508804,425.5355575,6.904409414,735.3953549,11.9319538,19.49585326,0.316324571,296.2761016,4.807145887,299.2765696,4.85582915,68.25954056,1.107526283,692.5049936,11.23604811,"13,525","-1,495",-10,1.48,"$352,482,271 ","$13,647 ","$997,366,424 ","$724,630,079 ","$270,540 ","$116,998,784 ","$155,294,204 ","$172,817 ",$0 ,40,Kane,514891,170069,2.98945134,515269,404119,111150,34.7,304876,157032,27215,17173,8595,161812,97960,114861,89649,37814,12795,25063,35551,31452,23778,30376,23849,68674,323008,268307,102960,181587,129009,41060,11518,125036,18561,8028,6757,21946,15021,45352,65894,45708,9612,6.2,23541,64939,31399,9130,233800,39891,70848,41961,28887,1979,383386,271319,246279,24851,112067,160955,-3384,-2.059158203,0.946409987,230063,194377,21332,6283,4329,3742,11344,22228,32.5,24.7,57.2,"$4,875,361,438 ","$9,567 ",59.3,25327,508413
Beach Park,490,1138,864,713,975,399,68967,9137,8153,1898,10317,7517,6874,614,2800,4891,3361,553,67,73,87,5.8,1280,2254,381,68,177400,1419,2374,913,185,1983,120,1459,2188,988,136,6590,5862,392,122,95,119,235,3983,596,312,13482,4579,2.925529592,7793,3344,1507,666,172,3829,2429,3452,2421,935,416,37.4,13638,10072,3566,4740,Manufacturing,Health Care,Retail Trade,Education,Administration,835,649,517,428,386,725,Education,Construction,Health Care,Retail Trade,Accommodation and Food Service,229,95,80,73,58,Waukegan,North Chicago,Gurnee,Zion,Libertyville,902,419,413,372,177,Waukegan,Beach Park,Zion,Winthrop Harbor,Gurnee,98,97,96,60,16,"23,573",28.54799463,25.85078635,54.39878099,74.53407215,4524.502042,2808.109793,62.06450494,2.88134608,0.063683165,108.6266249,2.400852599,6.57056808,0.145221906,115.3587975,2.549646269,9.21047997,0.203568921,90.27293775,1.995201614,301.114895,6.655205196,408.3582397,9.025484704,10.7074399,0.236654549,663.2909195,14.65997614,N/A,N/A,N/A,N/A,"$43,489,110 ","$3,231 ","$239,116,711 ","$219,458,200 ","$239,369 ","$19,122,090 ",$0 ,"$297,052 ",$0 ,N/A,Lake,701282,240744,2.836531752,703462,644356,59106,36.7,457261,139349,45982,43561,15129,212510,122333,157503,135182,53650,20104,32485,42733,39601,32569,43445,49911,79085,446837,396196,186863,260020,184999,55745,19276,175104,30151,6591,7314,36113,23023,61273,89381,69365,16978,6.3,32915,71348,43510,37226,267700,39542,131250,65031,24197,1980,533705,379124,334641,33545,154581,272836,1803,0.665232647,1.133303426,317717,258487,30813,14235,10566,3616,21552,21984,36.6,24.7,61.3,"$9,247,597,406 ","$13,203 ",82,13396,682878
Bedford Park,17,58,42,46,31,13,63618,427,343,66,461,325,286,39,136,215,203,5,7,0,0,6.6,27,161,10,0,210200,3,5,118,89,1951,7,31,127,50,0,279,240,23,13,3,0,2,198,9,8,624,207,3.014492754,414,208,0,2,0,181,134,118,104,39,48,34.9,580,574,6,208,Manufacturing,Retail Trade,Health Care,Accommodation and Food Service,Transportation,33,22,20,18,17,16042,Manufacturing,Transportation,Wholesale Trade,Retail Trade,Education,6659,2754,1545,1280,688,Chicago,Bridgeview,Bedford Park,Summit,Willow Springs,72,26,7,6,5,Chicago,Burbank,Oak Lawn,Cicero,Orland Park,5210,590,462,295,274,"20,455",29.32677129,23.32023989,52.64701118,120.2968448,3906.229747,55.81823975,1.428954346,1.36563903,0.03496054,49.26504606,1.261191718,82.41042466,2.10971781,36.17461254,0.926074883,1869.857877,47.86860983,1131.489566,28.96628307,0,0,39.34164754,1.007151399,110.4780583,2.828252957,530.0286365,13.56880345,"10,714",-507,-4.5,51.76,"$308,665,206 ","$482,289 ","$382,190,568 ","$12,301,175 ",$0 ,"$47,599,148 ","$310,923,397 ","$11,366,848 ",$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,624,5114489
Beecher,244,205,255,275,322,249,84115,2915,2709,622,3442,2369,2135,234,1073,1665,1259,169,80,113,44,6.5,168,929,180,23,207600,728,298,420,219,1988,18,297,924,379,47,2046,1862,136,18,0,30,48,1300,250,115,4658,1550,2.941935484,3933,204,375,137,9,1560,562,1160,808,331,237,39.4,4359,2033,2326,1872,Health Care,Retail Trade,Education,Manufacturing,Wholesale Trade,242,230,206,205,124,949,Finance,Education,Wholesale Trade,Accommodation and Food Service,Manufacturing,202,143,129,109,97,Chicago,Beecher,Chicago Heights,University Park,Crete,203,191,72,65,62,Beecher,Peotone,Chicago,Crete,Lansing,191,30,23,22,17,N/A,31.90332843,27.2705237,59.17385213,48.54103613,1716.525895,415.8044213,24.22360318,13.47077942,0.784769951,80.34714675,4.680800154,0,0,42.50897026,2.476453771,22.15485007,1.29067963,7.94544983,0.462879695,576.4348327,33.58148189,231.4566031,13.48401464,2.95256996,0.172008472,323.4502719,18.84330862,N/A,N/A,N/A,N/A,"$26,498,415 ","$5,532 ","$112,292,130 ","$95,970,356 ","$846,603 ","$13,029,642 ","$2,347,274 ","$98,255 ",$0 ,N/A,Will,677669,222092,3.018132125,677560,502266,175294,35.5,455445,105899,72989,30342,12994,213862,120015,162407,117612,47885,15888,28023,39699,41249,35206,46059,31856,76352,426692,385545,136987,237175,185671,36421,15083,176194,28351,5010,5083,18903,13530,47149,99347,65320,11829,6.5,34342,98497,41747,11085,228900,64130,110131,45258,17656,1990,505541,357260,324409,32636,148281,167339,47209,39.29826022,0.753467032,304861,261269,23699,13117,3221,3555,12842,24654,33,25.2,58.3,"$6,702,141,901 ","$9,941 ",105.3,4560,670303
Bellwood,1173,1625,1312,834,832,198,54047,12086,9803,1784,15012,10120,8651,1469,4892,6575,4786,271,429,410,679,5.4,1857,2465,168,8,164000,46,443,5094,992,1955,198,2369,2962,767,279,8330,6463,526,1025,187,129,118,4498,1476,601,19105,5974,3.190324741,1021,3591,14167,101,225,5485,4064,3502,4034,1580,440,35,19071,20535,-1464,7454,Health Care,Retail Trade,Manufacturing,Transportation,Administration,1326,834,827,670,648,4128,Manufacturing,Health Care,Transportation,Retail Trade,Utilities,1884,421,296,214,205,Chicago,Melrose Park,Bellwood,Broadview,Maywood,2296,275,234,193,189,Chicago,Bellwood,Maywood,Cicero,Melrose Park,796,234,132,96,88,"20,148",26.79327678,21.78242254,48.57569932,1.830145786,1543.578478,892.8754138,57.84451044,52.97903365,3.432221582,93.12774284,6.033236675,0,0,43.06128647,2.789705032,261.6993971,16.95407139,138.8074281,8.992573433,0,0,22.6369729,1.466525559,0,0,38.39120296,2.487155886,"3,501","-2,458",-41.2,0.59,"$55,085,836 ","$2,885 ","$262,646,730 ","$162,153,440 ",$0 ,"$29,252,375 ","$70,022,722 ","$1,218,193 ",$0 ,63,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,19059,5114489
Bensenville,1257,1567,1299,1246,657,336,58043,11868,9094,1968,14226,10246,9418,828,3980,6999,3496,178,214,234,2877,4.7,585,1791,1024,77,247900,351,2810,3193,645,1968,1838,2166,2105,700,190,8765,6984,897,356,475,53,288,3477,2885,637,18480,6362,2.882741276,7532,9469,725,717,37,5364,4178,4070,3152,1061,655,34,18352,20703,-2351,6892,Manufacturing,Retail Trade,Wholesale Trade,Administration,Health Care,1160,691,650,627,624,18004,Manufacturing,Administration,Wholesale Trade,Transportation,Retail Trade,4203,3020,2998,2185,950,Chicago,Bensenville,Elk Grove,Elmhurst,Wood Dale,1016,705,517,315,211,Chicago,Bensenville,Schaumburg,Addison,Elk Grove,3128,705,402,345,342,"18,905",25.87425144,23.02380959,48.89806103,11.49328855,3576.467888,1198.105958,33.49969845,177.1499568,4.953209768,188.5876025,5.273012603,68.03019047,1.902161367,175.6596566,4.911540159,1285.461165,35.94219787,99.69065225,2.78740521,5.87290001,0.164209499,212.4964103,5.941515958,27.26847005,0.76244135,138.1449264,3.862607765,"17,209","-3,918",-18.5,2.7,"$396,512,362 ","$21,390 ","$606,480,958 ","$263,942,407 ",$195 ,"$68,012,094 ","$272,645,936 ","$1,880,326 ",$0 ,55,DuPage,918608,335532,2.699456386,916924,904161,12763,38.2,645537,122069,40620,93446,16936,250350,172360,200994,187283,76143,31478,40311,61409,58070,49716,63493,62533,78538,613687,564253,281959,356370,251585,83947,20838,212825,44266,2790,10850,85040,43263,88537,118119,87474,18977,6.1,25926,101004,85338,39317,298500,32096,205571,97861,20842,1977,720466,514749,471187,43180,205717,509888,147,0.028838175,1.519640452,439422,359991,35691,29668,10111,3961,21764,20534,32.5,23.7,56.2,"$14,729,493,925 ","$16,111 ",46.5,18340,905754
Berkeley,255,409,461,406,192,129,62644,3507,2928,759,4115,2916,2487,405,1199,1959,1672,20,10,9,248,5.4,370,1136,38,31,186800,77,200,1493,189,1956,128,453,1093,237,48,2388,2053,102,189,20,24,50,1575,277,107,5189,1852,2.797516199,1999,1584,1356,151,99,1462,724,1367,981,453,202,39.5,5209,5245,-36,2234,Health Care,Manufacturing,Retail Trade,Education,Administration,313,258,250,179,178,1858,Manufacturing,Retail Trade,Education,Construction,Accommodation and Food Service,881,421,137,109,84,Chicago,Elmhurst,Berkeley,Northlake,Oak Brook,554,79,61,53,47,Chicago,Berkeley,Melrose Park,Elmhurst,Bellwood,345,61,48,43,41,"20,453",23.50881197,23.3075851,46.81639708,3.750539958,890.4955275,424.1446416,47.63018213,11.6172899,1.304587114,24.43819332,2.744336447,0,0,16.1136297,1.809512704,100.201473,11.25232749,287.9637096,32.33746838,0,0,11.11250019,1.24790073,3.57369995,0.401315879,11.33039021,1.272369132,N/A,N/A,N/A,N/A,"$14,831,566 ","$2,860 ","$106,734,825 ","$66,462,828 ",$0 ,"$10,643,917 ","$27,912,009 ","$1,716,071 ",$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,5181,5114489
Berwyn,4035,4946,4124,2422,1996,951,51192,35346,27138,6565,42600,29016,25546,3462,13584,20648,10260,279,3460,2853,3782,5.3,2226,7425,1372,163,216200,433,1255,6341,12619,1939,3445,6876,7258,2248,821,24168,17078,2929,2745,1202,214,558,11186,7288,2174,56376,18474,3.045198658,18172,32925,3711,996,572,17336,12749,12512,8306,3790,1683,33.1,56657,54016,2641,21746,Health Care,Manufacturing,Retail Trade,Accommodation and Food Service,Administration,2829,2801,2433,1892,1825,9852,Health Care,Accommodation and Food Service,Retail Trade,Education,Public Administration,3647,1083,1026,838,649,Chicago,Berwyn,Cicero,Oak Park,Elk Grove,7515,1404,827,491,351,Chicago,Berwyn,Cicero,Oak Park,Brookfield,2361,1404,477,232,172,"17,232",25.39214741,20.51273642,45.90488383,2.48539917,2496.475802,1753.810315,70.25144462,245.9289229,9.851043729,240.9393335,9.651178405,36.98363184,1.48143362,105.8828479,4.241292779,23.52675038,0.942398495,39.33487058,1.575615936,0,0,50.06912944,2.005592419,0,0,0,0,"9,558",-41,-0.4,0.52,"$227,885,051 ","$4,067 ","$752,670,470 ","$590,732,925 ",$0 ,"$119,728,095 ","$40,744,551 ","$1,464,899 ",$0 ,67,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,56257,5114489
Big Rock,33,106,93,52,56,55,63750,705,648,142,828,589,551,38,239,418,406,0,9,3,0,7,25,255,46,27,226100,6,220,128,64,1971,0,33,249,122,14,529,446,57,3,13,10,3,353,42,23,1038,395,2.627848101,911,90,14,0,23,251,220,181,220,137,29,43.3,1126,N/A,N/A,513,Health Care,Manufacturing,Retail Trade,Wholesale Trade,Education,67,65,57,44,41,103,Arts and Entertainment,Manufacturing,Construction,Other Service,Professional,72,19,5,5,2,Aurora,Chicago,Elgin,St. Charles,Geneva,51,27,19,18,16,Aurora,Big Rock,Montgomery,Plano,Oswego,22,6,5,5,3,N/A,29.2510318,29.2648758,58.5159076,80.26753561,2816.285594,467.8069444,16.61077788,0,0,43.76177484,1.553882707,7.59290004,0.269606891,41.22633016,1.46385474,10.05826998,0.357146662,4.05762005,0.144077009,1903.694439,67.59593,37.12349269,1.318172161,0,0,300.9638232,10.68655195,N/A,N/A,N/A,N/A,"$10,761,780 ","$9,669 ","$32,340,364 ","$27,364,597 ","$2,163,026 ","$2,048,607 ","$353,919 ","$410,215 ",$0 ,N/A,Kane,514891,170069,2.98945134,515269,404119,111150,34.7,304876,157032,27215,17173,8595,161812,97960,114861,89649,37814,12795,25063,35551,31452,23778,30376,23849,68674,323008,268307,102960,181587,129009,41060,11518,125036,18561,8028,6757,21946,15021,45352,65894,45708,9612,6.2,23541,64939,31399,9130,233800,39891,70848,41961,28887,1979,383386,271319,246279,24851,112067,160955,-3384,-2.059158203,0.946409987,230063,194377,21332,6283,4329,3742,11344,22228,32.5,24.7,57.2,"$4,875,361,438 ","$9,567 ",59.3,1038,508413
Bloomingdale,988,1935,1790,1336,1514,1317,71075,16579,15345,5828,18408,12686,11645,1017,5722,9486,4048,2609,64,309,2456,5.9,750,2913,2264,669,286300,761,7799,809,117,1982,1124,2821,3187,2029,325,10896,9957,512,294,99,34,450,6596,2284,606,22028,8880,2.39268018,17009,1517,622,2568,312,4492,4239,4406,5247,2401,1243,43.1,22018,21675,343,10869,Health Care,Manufacturing,Retail Trade,Wholesale Trade,Professional,1255,1232,1211,950,804,14388,Retail Trade,Wholesale Trade,Manufacturing,Health Care,Accommodation and Food Service,2623,1745,1520,1358,1334,Chicago,Bloomingdale,Schaumburg,Elk Grove,Addison,1428,617,559,370,359,Chicago,Carol Stream,Bloomingdale,Glendale Heights,Elgin,1141,876,617,553,455,"19,990",31.9675252,23.66261666,55.63014187,49.94875978,4476.893138,1933.518072,43.18883681,132.4359984,2.958212188,298.3094374,6.663313781,511.1712279,11.41799038,162.4337895,3.628270422,92.13732252,2.058063922,13.16425548,0.29404891,6.71391568,0.149968192,880.038933,19.65735848,124.857365,2.788928865,322.1128216,7.195008048,"12,827",747,6.2,1.44,"$619,380,439 ","$28,215 ","$928,022,344 ","$647,463,694 ","$5,540 ","$211,087,330 ","$69,465,780 ",$0 ,$0 ,54,DuPage,918608,335532,2.699456386,916924,904161,12763,38.2,645537,122069,40620,93446,16936,250350,172360,200994,187283,76143,31478,40311,61409,58070,49716,63493,62533,78538,613687,564253,281959,356370,251585,83947,20838,212825,44266,2790,10850,85040,43263,88537,118119,87474,18977,6.1,25926,101004,85338,39317,298500,32096,205571,97861,20842,1977,720466,514749,471187,43180,205717,509888,147,0.028838175,1.519640452,439422,359991,35691,29668,10111,3961,21764,20534,32.5,23.7,56.2,"$14,729,493,925 ","$16,111 ",46.5,21247,905754
Blue Island,2328,2221,1588,745,663,194,42721,14085,10634,1809,17231,11522,9838,1673,5709,8980,4022,284,1356,765,2322,5.2,2122,1932,96,19,148600,371,1664,3582,3363,1949,1772,3145,2722,980,361,9384,6841,1122,1016,275,130,184,4169,3570,1241,23457,7739,3.024292544,4904,10540,7530,54,429,7807,5141,4475,3904,1709,421,31.7,23706,23463,243,8840,Health Care,Retail Trade,Manufacturing,Education,Accommodation and Food Service,1293,1019,936,896,771,7758,Health Care,Administration,Manufacturing,Education,Retail Trade,1679,1620,1184,913,522,Chicago,Blue Island,Alsip,Crestwood,Tinley Park,2684,791,302,189,148,Chicago,Blue Island,Tinley Park,Orland Park,Alsip,1740,791,245,219,171,"18,390",20.73498153,22.33025223,43.06523376,18.13888402,2627.136989,1099.13068,41.83758535,70.7716701,2.693870567,174.1493863,6.628865836,4.98717988,0.189833263,100.808055,3.837183043,290.5541173,11.05972466,288.6520581,10.9873242,0,0,274.614752,10.45300467,52.09729611,1.983044521,271.3717938,10.32956389,"8,247","-1,225",-12.9,1.07,"$111,972,296 ","$4,761 ","$245,174,072 ","$158,967,912 ",$0 ,"$54,150,582 ","$29,266,828 ","$2,788,750 ",$0 ,66,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,23405,5114489
Bolingbrook,2412,3812,3940,3555,5102,2938,80112,44533,39281,15023,54209,40707,37028,3667,13502,23077,17155,3352,116,193,2253,6.9,3025,11043,3875,355,224700,5003,14818,2987,269,1986,1575,2100,10132,7805,1465,34736,29881,2742,1055,374,684,1548,18298,3461,1318,73383,21759,3.359805138,30935,17987,15047,7377,2037,24183,14221,18313,12154,3436,1076,33.1,73366,56321,17045,30532,Retail Trade,Health Care,Manufacturing,Professional,Education,3625,3602,2804,2574,2491,28359,Retail Trade,Administration,Wholesale Trade,Manufacturing,Education,4946,3697,3628,3136,2569,Chicago,Bolingbrook,Naperville,Downers Grove,Aurora,5257,3153,2322,1332,926,Bolingbrook,Chicago,Joliet,Romeoville,Naperville,3153,2815,1946,1345,1311,"26,619",36.2608825,24.19223842,60.45312093,23.87789641,15505.93988,5311.554001,34.25496322,229.025728,1.477019322,500.3618757,3.226904526,469.8145267,3.029900351,458.486091,2.956841667,2575.123427,16.60733531,471.5837137,3.041310088,1499.095303,9.667877699,1222.550874,7.884403548,407.0275995,2.624978575,2361.316736,15.2284657,"24,846","10,499",73.2,1.14,"$1,070,926,229 ","$14,626 ","$2,093,756,688 ","$1,382,918,250 ","$832,349 ","$337,193,017 ","$372,813,072 ",$0 ,$0 ,44,Will,677669,222092,3.018132125,677560,502266,175294,35.5,455445,105899,72989,30342,12994,213862,120015,162407,117612,47885,15888,28023,39699,41249,35206,46059,31856,76352,426692,385545,136987,237175,185671,36421,15083,176194,28351,5010,5083,18903,13530,47149,99347,65320,11829,6.5,34342,98497,41747,11085,228900,64130,110131,45258,17656,1990,505541,357260,324409,32636,148281,167339,47209,39.29826022,0.753467032,304861,261269,23699,13117,3221,3555,12842,24654,33,25.2,58.3,"$6,702,141,901 ","$9,941 ",105.3,73106,670303
Braceville,50,81,72,60,25,6,56667,526,450,24,627,421,345,76,206,332,327,0,3,2,0,5.8,165,82,5,0,137200,5,147,90,90,1962,2,105,182,41,2,333,285,43,0,5,0,2,252,42,38,848,294,2.884353741,794,26,0,0,28,272,174,175,132,89,6,33.2,793,792,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.2608825,24.19223842,60.45312093,264.6899662,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$2,243,021 ","$2,529 ","$12,429,382 ","$10,541,218 ","$48,450 ","$744,360 ","$949,875 ","$145,479 ",$0 ,N/A,Will,677669,222092,3.018132125,677560,502266,175294,35.5,455445,105899,72989,30342,12994,213862,120015,162407,117612,47885,15888,28023,39699,41249,35206,46059,31856,76352,426692,385545,136987,237175,185671,36421,15083,176194,28351,5010,5083,18903,13530,47149,99347,65320,11829,6.5,34342,98497,41747,11085,228900,64130,110131,45258,17656,1990,505541,357260,324409,32636,148281,167339,47209,39.29826022,0.753467032,304861,261269,23699,13117,3221,3555,12842,24654,33,25.2,58.3,"$6,702,141,901 ","$9,941 ",105.3,848,670303
