GEOG,2000_POP,2010_POP,POP_CHANGE,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,POP_25OV,HS,BACH,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_EMP,EMP_CHANGE,PCT_CHANGE,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,PARK_ACC,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc
Berkeley,5245,5209,-36,5219.0,1494.0,957.0,1131.0,1032.0,422.0,183.0,36.9,1634.0,1520.0,1616.0,315.0,134.0,5204.0,4065.0,2857.0,2539.0,291.0,1208.0,66,2409.0,2090.0,128.0,100.0,64.0,27.0,3507.0,3113.0,976.0,193.0,422.0,439.0,315.0,276.0,163.0,64914.0,1808.0,1556.0,252.0,75.0,1883.0,1663.0,18.0,0.0,38.0,164.0,5.9,44.0,179.0,1459.0,201.0,1955.0,78.0,362.0,1155.0,250.0,38.0,572.0,910.0,74.0,0.0,169000.0,2387.0,Health Care,Manufacturing,Retail Trade,Administration,Accommodation and Food Service,367.0,295.0,244.0,223.0,167.0,1727.0,Manufacturing,Construction,Education,Accommodation and Food Service,Public Administration,1066.0,144.0,136.0,92.0,64.0,Chicago,Elmhurst,Out of Region,Oak Brook,Elk Grove Village,596.0,94.0,85.0,73.0,71.0,Chicago,Out of Region,Unincorporated,Melrose Park,Cicero,337.0,110.0,103.0,61.0,48.0,29.28568,20.40832,49.694,37.2327,11.21946,48.45216,48.00325,28.44219,76.44544,35.61457,19.25442,54.86899,,,,18249.55108,20106171,52182066,9230415,22033845,2421256,0,0,85867582,N/A,2.188499402,896.1767676,309.8699446,34.57687767,10.56949321,1.179398261,0.935096429,0.104342855,14.07158226,1.570179319,18.01401802,2.010096521,81.38770245,9.081657257,445.5738817,49.71941896,0,0,11.39989343,1.272058577,4.355155459,0.485970583
Berwyn,54016,56657,2641,56762.0,16945.0,12281.0,12892.0,8985.0,4422.0,1237.0,33.8,16988.0,33572.0,4060.0,1384.0,758.0,56639.0,43155.0,29744.0,25960.0,3784.0,13411.0,525,24855.0,17813.0,2855.0,2813.0,1201.0,173.0,36090.0,28301.0,7319.0,4017.0,4440.0,3846.0,2561.0,2462.0,1075.0,54392.0,18401.0,11092.0,7309.0,2108.0,20509.0,10659.0,200.0,3595.0,2769.0,3270.0,5.3,445.0,1461.0,6712.0,11891.0,1939.0,3111.0,6940.0,7481.0,2261.0,716.0,3596.0,6736.0,619.0,141.0,173200.0,21878.0,Health Care,Manufacturing,Retail Trade,Administration,Accommodation and Food Service,2883.0,2594.0,2287.0,2113.0,1997.0,10668.0,Health Care,Accommodation and Food Service,Retail Trade,Professional,Education,3382.0,1210.0,1137.0,1003.0,880.0,Chicago,Berwyn,Out of Region,Cicero,Oak Park,8071.0,1485.0,761.0,752.0,492.0,Chicago,Berwyn,Cicero,Out of Region,Unincorporated,2712.0,1485.0,609.0,585.0,378.0,28.49504,17.8013,46.29634,36.08955,8.85317,44.94272,49.4916,23.98687,73.47847,34.99509,16.34815,51.34324,10737.0,1539.0,16.731898238747554,15986.34117,394394979,473673826,116496989,4376595,1556090,0,0,596103500,67,0.714639759,2499.196958,992.774489,39.72373949,333.7978296,13.35620342,28.60700861,1.144648024,126.2469029,5.051498743,109.1077698,4.365713131,25.41923714,1.017096194,835.3179266,33.42345323,0,0,42.68752535,1.708049668,5.23826922,0.209598095
Big Rock,N/A,1126,N/A,1053.0,220.0,174.0,180.0,274.0,177.0,28.0,46.8,1014.0,14.0,15.0,0.0,10.0,1053.0,874.0,604.0,556.0,48.0,270.0,5,536.0,464.0,63.0,3.0,3.0,3.0,767.0,724.0,177.0,39.0,85.0,95.0,68.0,83.0,40.0,69500.0,410.0,382.0,28.0,22.0,432.0,416.0,0.0,13.0,0.0,0.0,7.2,3.0,253.0,89.0,87.0,1972.0,0.0,35.0,250.0,119.0,28.0,51.0,257.0,44.0,30.0,214100.0,559.0,Manufacturing,Retail Trade,Health Care,Accommodation and Food Service,Wholesale Trade,73.0,73.0,53.0,50.0,50.0,1964.0,Arts and Entertainment,Real Estate,Construction,Manufacturing,Administration,1736.0,73.0,50.0,14.0,13.0,Out of Region,Unincorporated,Aurora,Chicago,Geneva,70.0,61.0,40.0,39.0,27.0,Chicago,Out of Region,Unincorporated,Aurora,Naperville,510.0,205.0,119.0,103.0,47.0,29.11557,25.75921,54.87478,37.68508,16.55177,54.23685,45.24322,37.30453,82.54775,35.84102,25.29357,61.13459,,,,N/A,22187836,21014534,1698474,284573,4834150,1997762,0,29829493,N/A,18.98530848,2769.535997,377.2935079,13.62298624,0,0,0,0,34.57994166,1.248582495,60.32252995,2.178073512,18.30587236,0.660972537,204.9671193,7.400774697,1977.303675,71.39476349,21.48954896,0.775925967,75.27380198,2.717921055
Bloomingdale,21675,22018,343,22208.0,4303.0,4062.0,4210.0,5604.0,2678.0,1351.0,44.3,16582.0,2001.0,649.0,2754.0,222.0,21427.0,18670.0,12572.0,11694.0,862.0,6098.0,607,10852.0,9855.0,543.0,330.0,82.0,42.0,16783.0,15383.0,6157.0,1164.0,1862.0,1714.0,1538.0,1447.0,1288.0,71032.0,9013.0,6485.0,2528.0,442.0,9455.0,4013.0,2411.0,62.0,394.0,2575.0,5.7,793.0,7660.0,944.0,58.0,1982.0,1249.0,2876.0,3083.0,1836.0,411.0,1061.0,2977.0,1905.0,542.0,268600.0,10774.0,Health Care,Manufacturing,Retail Trade,Wholesale Trade,Professional,1188.0,1188.0,1131.0,926.0,867.0,15045.0,Retail Trade,Wholesale Trade,Accommodation and Food Service,Manufacturing,Health Care,2925.0,1620.0,1601.0,1480.0,1472.0,Chicago,Schaumburg,Bloomingdale,Out of Region,Elk Grove Village,1373.0,621.0,594.0,428.0,378.0,Out of Region,Unincorporated,Chicago,Carol Stream,Bloomingdale,1192.0,1098.0,1088.0,924.0,594.0,32.10583,20.25461,52.36043,41.37894,11.07862,52.45756,52.23472,28.26538,80.5001,39.33878,19.14614,58.48493,12813.0,1023.0,8.676844783715012,18770.77012,787438968,501671921,175567760,52913310,0,5600,0,730158591,54,41.60883495,4506.858181,1582.20953,35.10670775,163.8770777,3.636171167,0,0,553.8049572,12.28804935,135.6698268,3.010297226,217.5395442,4.826855772,783.5589374,17.38592399,0.910582611,0.020204377,916.1546495,20.32801151,153.133075,3.397778871
Blue Island,23463,23706,243,23453.0,6988.0,5028.0,4495.0,4319.0,1920.0,703.0,34.4,4925.0,11583.0,6472.0,138.0,335.0,23393.0,17585.0,11767.0,9931.0,1836.0,5818.0,193,9324.0,7169.0,685.0,967.0,331.0,172.0,14744.0,11456.0,2243.0,2655.0,2221.0,1578.0,832.0,628.0,294.0,39023.0,8208.0,4741.0,3467.0,1383.0,9591.0,4753.0,326.0,1241.0,855.0,2166.0,5.2,435.0,1788.0,3957.0,3411.0,1952.0,1783.0,3459.0,2959.0,1110.0,280.0,3133.0,1496.0,48.0,64.0,123500.0,8388.0,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,Education,1234.0,909.0,878.0,800.0,783.0,7133.0,Administration,Health Care,Education,Manufacturing,Retail Trade,1938.0,1427.0,908.0,497.0,449.0,Chicago,Blue Island,Out of Region,Alsip,Crestwood,2748.0,690.0,472.0,296.0,183.0,Chicago,Out of Region,Blue Island,Unincorporated,Tinley Park,1757.0,726.0,690.0,273.0,207.0,26.24593,19.11656,45.36249,33.58154,10.00153,43.58307,45.77164,26.20289,71.97453,32.40944,17.821,50.23044,7398.0,-1572.0,-17.525083612040135,16708.19561,139424747,135759566,38050624,24335489,3401356,6166,0,201553201,66,10.10596272,2660.792248,643.7780936,24.1949778,149.5842508,5.621793695,18.26695107,0.686523012,83.70552879,3.145887427,85.76287291,3.223208162,335.1988027,12.59770668,894.4566239,33.61617671,0,0,243.9190698,9.167159518,206.1200542,7.746567001
Bolingbrook,56321,73366,17045,74112.0,23525.0,14245.0,17638.0,13303.0,4252.0,1149.0,34.3,31146.0,17570.0,15924.0,7337.0,2135.0,73815.0,55238.0,39803.0,36475.0,3328.0,15435.0,1424,34567.0,29956.0,2451.0,1285.0,305.0,570.0,45725.0,40533.0,15782.0,2600.0,4110.0,3737.0,3757.0,4984.0,2936.0,78230.0,22124.0,18147.0,3977.0,1477.0,23601.0,17442.0,3360.0,121.0,170.0,2488.0,6.8,5303.0,14710.0,3203.0,385.0,1984.0,1611.0,2207.0,10640.0,7718.0,1425.0,3889.0,11004.0,2975.0,279.0,209500.0,32556.0,Health Care,Retail Trade,Manufacturing,Professional,Administration,4030.0,3814.0,2814.0,2743.0,2647.0,32881.0,Retail Trade,Wholesale Trade,Manufacturing,Health Care,Administration,5182.0,4673.0,3528.0,3098.0,2726.0,Chicago,Bolingbrook,Out of Region,Naperville,Unincorporated,5095.0,3384.0,2184.0,2149.0,1340.0,Out of Region,Bolingbrook,Chicago,Joliet,Unincorporated,3578.0,3384.0,3101.0,2458.0,2398.0,32.50982,22.13535,54.64517,41.79104,13.12461,54.91565,56.32416,31.64712,87.97129,39.90922,21.3198,61.22902,29627.0,11075.0,59.69706770159552,25414.40893,1399645869,1182620640,303121386,348841474,0,906087,0,1835489587,44,24.25432048,15523.36755,4397.964771,28.33125452,116.105117,0.747937692,0,0,987.9318677,6.364159481,543.7842139,3.503004178,2648.975071,17.06443568,3174.169728,20.44768777,913.5384745,5.884924592,1779.325402,11.46223844,961.5729055,6.194357651
Braceville,792,793,1,831.0,238.0,207.0,142.0,157.0,72.0,15.0,33.2,760.0,43.0,0.0,0.0,28.0,831.0,626.0,469.0,380.0,89.0,157.0,7,368.0,331.0,31.0,0.0,6.0,0.0,526.0,453.0,29.0,53.0,80.0,59.0,60.0,36.0,11.0,55469.0,299.0,229.0,70.0,39.0,338.0,331.0,0.0,4.0,3.0,0.0,5.4,24.0,148.0,95.0,71.0,1971.0,10.0,107.0,176.0,40.0,5.0,154.0,70.0,5.0,0.0,135700.0,0.0,Public Administration,Other Service,Mining,Utilities,Construction,0.0,0.0,0.0,0.0,0.0,6.0,Arts and Entertainment,Public Administration,Information,Mining,Utilities,6.0,0.0,0.0,0.0,0.0,Out of Region,Hawthorn Woods,Hainesville,Hampshire,Hanover Park,0.0,0.0,0.0,0.0,0.0,Braidwood,Tinley Park,Bolingbrook,Godley,Joliet,2.0,1.0,1.0,1.0,1.0,26.10118,25.26508,51.36625,33.70501,16.39963,50.10464,42.11202,36.95813,79.07016,32.00249,24.89761,56.9001,,,,N/A,3079771,9328258,603851,660974,212123,103610,0,10908816,N/A,N/A,870.2542469,0.094032014,0.01080512,0,0,0,0,0,0,0,0,0,0,869.8515393,99.95372529,0,0,0.308675658,0.035469595,0,0
Braidwood,5203,6191,988,6191.0,1428.0,970.0,1341.0,1606.0,683.0,163.0,43.4,5993.0,130.0,17.0,24.0,27.0,6184.0,5087.0,3418.0,2953.0,460.0,1669.0,29,2828.0,2513.0,277.0,19.0,13.0,6.0,4512.0,4030.0,466.0,462.0,572.0,462.0,480.0,425.0,100.0,59614.0,2501.0,1972.0,529.0,580.0,3081.0,2124.0,61.0,81.0,93.0,57.0,5.4,672.0,1882.0,377.0,150.0,1991.0,613.0,606.0,1497.0,365.0,0.0,878.0,1042.0,35.0,17.0,157300.0,2739.0,Manufacturing,Health Care,Retail Trade,Education,Construction,364.0,326.0,311.0,240.0,191.0,725.0,Education,Retail Trade,Accommodation and Food Service,Public Administration,Transportation,236.0,175.0,87.0,40.0,39.0,Out of Region,Joliet,Unincorporated,Braidwood,Chicago,646.0,384.0,197.0,172.0,159.0,Out of Region,Braidwood,Unincorporated,Wilmington,Joliet,316.0,172.0,76.0,41.0,25.0,27.53555,24.46024,51.99579,35.69168,15.53076,51.22244,44.69021,35.71292,80.40313,33.83928,24.00959,57.84887,,,,N/A,38556794,95369765,5475281,95026,310965,245038,0,101496075,N/A,10.73403148,3048.000763,1461.313328,47.94333867,7.165707346,0.235095327,0,0,38.07854615,1.249295821,117.690972,3.861251396,5.917264804,0.194135936,508.7776685,16.69217655,347.319655,11.39499895,66.45505093,2.180283278,495.2825694,16.24942407
Bridgeview,15335,16446,1111,16550.0,4794.0,3069.0,3240.0,3235.0,1520.0,692.0,37.7,12107.0,2829.0,338.0,753.0,523.0,16084.0,12536.0,7799.0,6924.0,875.0,4737.0,58,6458.0,5415.0,655.0,168.0,153.0,67.0,10707.0,8566.0,1544.0,1270.0,1432.0,1332.0,726.0,487.0,283.0,51270.0,5530.0,3977.0,1553.0,311.0,5841.0,3324.0,331.0,44.0,271.0,1222.0,5.2,710.0,2434.0,2465.0,232.0,1972.0,514.0,1971.0,2438.0,842.0,76.0,1512.0,2217.0,213.0,35.0,167600.0,7301.0,Retail Trade,Manufacturing,Health Care,Accommodation and Food Service,Administration,936.0,866.0,783.0,602.0,541.0,11609.0,Manufacturing,Retail Trade,Administration,Wholesale Trade,Accommodation and Food Service,2324.0,1753.0,1461.0,1062.0,990.0,Chicago,Out of Region,Bridgeview,Bedford Park,Oak Lawn,2159.0,471.0,454.0,251.0,159.0,Chicago,Out of Region,Unincorporated,Bridgeview,Oak Lawn,2868.0,1123.0,520.0,454.0,442.0,29.5588,20.14841,49.70721,38.11468,10.93902,49.05369,49.32751,28.02614,77.35365,36.39555,18.99309,55.38864,11091.0,1483.0,15.435054121565361,17894.97669,558079527,154979880,118428034,116031646,349059,24811,0,389813430,N/A,2.638033106,2657.623882,734.3750553,27.63276851,67.15285085,2.526800399,10.04224234,0.377865446,314.0763687,11.81793898,120.1778893,4.522005167,499.4569844,18.79336605,745.1484344,28.03814488,0,0,43.38509262,1.632476774,123.8089642,4.658633792
Broadview,8264,7932,-332,7956.0,1753.0,1189.0,1965.0,1846.0,874.0,329.0,43.1,1715.0,575.0,5369.0,180.0,117.0,7956.0,6571.0,4297.0,3583.0,714.0,2274.0,119,3434.0,2909.0,141.0,264.0,120.0,0.0,5814.0,5286.0,1047.0,860.0,614.0,676.0,579.0,281.0,171.0,53393.0,3181.0,1973.0,1208.0,222.0,3403.0,2127.0,40.0,49.0,330.0,857.0,5.1,0.0,342.0,2463.0,598.0,1953.0,908.0,976.0,1196.0,204.0,119.0,920.0,981.0,26.0,46.0,154500.0,3318.0,Health Care,Retail Trade,Administration,Manufacturing,Transportation,669.0,320.0,319.0,306.0,245.0,15286.0,Health Care,Manufacturing,Wholesale Trade,Retail Trade,Construction,7039.0,3086.0,1276.0,893.0,736.0,Chicago,Broadview,Out of Region,Maywood,Schaumburg,1058.0,174.0,154.0,110.0,65.0,Chicago,Out of Region,Unincorporated,Naperville,Berwyn,4399.0,922.0,620.0,324.0,323.0,27.95497,18.88408,46.83906,35.90569,9.79898,45.70466,46.60431,25.74972,72.35402,34.43769,17.51641,51.9541,7653.0,-2158.0,-21.995719090816433,15973.83173,192009320,67381731,26248685,95884925,736186,0,0,190251527,N/A,2.087726341,1137.583508,315.3287594,27.71917466,30.14279585,2.649721593,2.41130589,0.211967374,89.66283424,7.881868331,41.68122266,3.664014323,330.3677873,29.04118995,306.2361401,26.91988219,0,0,16.55984536,1.455703713,5.192816972,0.456477871
Brookfield,19085,18978,-107,19022.0,4891.0,3785.0,4005.0,4356.0,1312.0,673.0,38.2,14868.0,3139.0,452.0,306.0,257.0,18844.0,15196.0,10475.0,9768.0,702.0,4721.0,359,9246.0,7664.0,606.0,712.0,205.0,59.0,13099.0,12308.0,4614.0,1071.0,1213.0,1126.0,1234.0,1511.0,851.0,76735.0,7006.0,5191.0,1815.0,461.0,7467.0,4892.0,407.0,459.0,963.0,740.0,5.6,204.0,1401.0,3293.0,2569.0,1952.0,722.0,2605.0,3017.0,881.0,242.0,535.0,3641.0,985.0,30.0,237900.0,9245.0,Health Care,Retail Trade,Education,Manufacturing,Professional,1210.0,995.0,889.0,772.0,710.0,3674.0,Arts and Entertainment,Health Care,Administration,Other Service,Education,1104.0,450.0,410.0,215.0,200.0,Chicago,Out of Region,Brookfield,La Grange,Broadview,2738.0,376.0,372.0,288.0,205.0,Chicago,Brookfield,Out of Region,Unincorporated,Berwyn,791.0,372.0,145.0,139.0,113.0,29.74298,19.62114,49.36412,37.86851,10.51347,48.38198,52.38208,27.15026,79.53234,36.50875,18.39875,54.9075,2841.0,-88.0,-3.00443837487197,17664.76384,75594579,299977985,30365384,9021872,699985,0,0,340065226,51,15.22655235,1964.65049,827.9955421,42.14467388,80.95078643,4.120365776,10.85210804,0.552368378,148.1324287,7.539887091,44.24584039,2.252097287,29.9113394,1.522476366,527.5231231,26.85073633,0,0,290.0146086,14.76163878,5.024713686,0.255756111
Buffalo Grove,42909,41496,-1413,41613.0,10206.0,6261.0,9339.0,10309.0,3920.0,1578.0,42.8,31067.0,1621.0,802.0,7406.0,717.0,41487.0,33355.0,24493.0,22886.0,1607.0,8862.0,1179,21442.0,18634.0,1080.0,1248.0,163.0,317.0,29691.0,28771.0,18919.0,1727.0,2248.0,2253.0,2221.0,3582.0,4245.0,96768.0,16276.0,13060.0,3216.0,553.0,16829.0,8766.0,2778.0,83.0,713.0,4489.0,6.2,785.0,13253.0,2580.0,211.0,1982.0,2011.0,4319.0,5060.0,4820.0,619.0,2079.0,4604.0,4935.0,1442.0,295500.0,20734.0,Professional,Health Care,Manufacturing,Retail Trade,Education,2381.0,2250.0,2161.0,2100.0,1837.0,16081.0,Manufacturing,Professional,Wholesale Trade,Retail Trade,Health Care,3499.0,1831.0,1605.0,1558.0,1224.0,Chicago,Buffalo Grove,Unincorporated,Out of Region,Northbrook,3049.0,1285.0,960.0,852.0,841.0,Chicago,Buffalo Grove,Unincorporated,Out of Region,Arlington Heights,1658.0,1285.0,1071.0,1035.0,634.0,33.43473,21.03121,54.46594,42.87935,11.85596,54.7353,58.9076,29.69,88.5976,41.19766,20.03236,61.23002,15142.0,-1264.0,-7.704498354260636,18782.50838,619849575,1122176873,298739931,3447893,36490,659601,0,1425060788,N/A,16.56992297,6098.709051,2473.406264,40.55622663,241.6526115,3.962356779,5.61708472,0.092102848,479.8165169,7.867509548,223.9243385,3.671667833,364.0381705,5.969102107,1408.416226,23.09367793,48.35008758,0.792792166,702.1941223,11.51381573,151.2936285,2.480748422
Bull Valley,726,1077,351,1202.0,215.0,143.0,201.0,427.0,154.0,62.0,51.3,1044.0,120.0,6.0,7.0,25.0,1202.0,1012.0,641.0,530.0,111.0,371.0,58,467.0,442.0,3.0,16.0,3.0,3.0,960.0,910.0,489.0,79.0,56.0,45.0,42.0,83.0,168.0,104417.0,473.0,440.0,33.0,51.0,524.0,512.0,6.0,6.0,0.0,0.0,8.4,125.0,212.0,115.0,72.0,1978.0,13.0,38.0,176.0,225.0,72.0,36.0,41.0,182.0,181.0,429100.0,506.0,Manufacturing,Education,Health Care,Retail Trade,Wholesale Trade,74.0,64.0,57.0,52.0,39.0,130.0,Construction,Arts and Entertainment,Education,Public Administration,Other Service,34.0,28.0,24.0,9.0,9.0,Woodstock,McHenry,Crystal Lake,Unincorporated,Out of Region,78.0,71.0,52.0,47.0,24.0,Unincorporated,Woodstock,Out of Region,Crystal Lake,McHenry,25.0,20.0,12.0,11.0,9.0,30.34137,24.72256,55.06393,39.08373,15.69038,54.77411,52.42713,36.01799,88.44512,37.21532,24.25324,61.46856,,,,28652.09232,1293158,47936379,326505,0,0,6881583,0,55144467,N/A,304.2410525,5604.80021,2223.236459,39.66664958,0,0,0,0,0,0,34.89095114,0.622519088,0,0,231.6460294,4.132993518,2325.041922,41.4830473,327.6676125,5.846196121,462.317236,8.248594396
Burbank,27902,28925,1023,29097.0,8061.0,5785.0,5698.0,5774.0,2678.0,1101.0,37.2,19218.0,8090.0,500.0,870.0,419.0,28894.0,22678.0,14431.0,12875.0,1556.0,8247.0,126,12438.0,9959.0,1494.0,754.0,199.0,32.0,18953.0,14657.0,2325.0,1635.0,2275.0,1751.0,1457.0,1247.0,430.0,56869.0,8795.0,7047.0,1748.0,431.0,9226.0,7405.0,196.0,229.0,482.0,877.0,5.7,641.0,2492.0,5782.0,311.0,1962.0,447.0,1688.0,4986.0,1614.0,491.0,1884.0,4377.0,667.0,119.0,184400.0,12092.0,Retail Trade,Manufacturing,Health Care,Accommodation and Food Service,Education,1650.0,1572.0,1278.0,1033.0,939.0,4955.0,Retail Trade,Education,Accommodation and Food Service,Health Care,Administration,1300.0,859.0,735.0,441.0,419.0,Chicago,Bedford Park,Out of Region,Burbank,Bridgeview,3828.0,718.0,539.0,463.0,390.0,Chicago,Out of Region,Burbank,Unincorporated,Oak Lawn,1290.0,506.0,463.0,221.0,203.0,30.42926,20.54777,50.97703,39.19402,11.41014,50.60415,49.14603,28.77541,77.92144,37.27527,19.4456,56.72087,,,,19265.02881,330100231,311504970,104550279,773610,0,0,0,416828859,55,1.412053344,2670.376162,1415.324027,53.0009235,68.3877105,2.560976669,7.741449265,0.289901077,158.8684923,5.949292633,214.24429,8.023000392,5.71581801,0.214045425,736.7100355,27.58824939,0,0,40.84364303,1.529508973,22.54069696,0.844101939
Burlington,452,618,166,623.0,188.0,88.0,136.0,167.0,37.0,7.0,41.9,619.0,4.0,0.0,0.0,0.0,623.0,500.0,402.0,369.0,33.0,98.0,8,344.0,318.0,0.0,7.0,19.0,0.0,416.0,396.0,63.0,31.0,73.0,56.0,21.0,32.0,25.0,61875.0,238.0,169.0,69.0,8.0,246.0,193.0,0.0,25.0,6.0,22.0,6.0,26.0,61.0,64.0,95.0,1956.0,25.0,55.0,110.0,50.0,6.0,28.0,112.0,27.0,2.0,195100.0,341.0,Manufacturing,Health Care,Education,Retail Trade,Wholesale Trade,53.0,40.0,37.0,34.0,33.0,391.0,Education,Manufacturing,Accommodation and Food Service,Retail Trade,Wholesale Trade,245.0,53.0,22.0,17.0,14.0,Out of Region,Chicago,Unincorporated,Elgin,St. Charles,40.0,35.0,30.0,29.0,13.0,Out of Region,Unincorporated,Elgin,Huntley,Campton Hills,79.0,74.0,31.0,24.0,22.0,30.58229,25.40588,55.98817,38.74734,16.34513,55.09247,57.56429,37.03527,94.59956,37.74866,24.97538,62.72404,,,,N/A,3684731,9445005,1334042,880157,65786,1721292,0,13446282,N/A,337.3757498,4574.697963,164.7293537,3.600879337,0,0,0,0,3.672973688,0.080288878,7.657717046,0.167392844,11.98123484,0.261902205,165.6795605,3.621650257,3896.847782,85.18262436,208.4982514,4.557639718,115.6310903,2.527622397
Burnham,4170,4206,36,4225.0,1276.0,918.0,837.0,763.0,318.0,113.0,34.3,582.0,913.0,2631.0,88.0,11.0,3902.0,3238.0,1745.0,1320.0,425.0,1493.0,33,1246.0,983.0,165.0,77.0,18.0,3.0,2647.0,2278.0,295.0,503.0,356.0,244.0,142.0,107.0,44.0,38750.0,1396.0,842.0,554.0,151.0,1547.0,946.0,50.0,124.0,109.0,266.0,5.0,76.0,614.0,740.0,117.0,1967.0,162.0,540.0,701.0,120.0,24.0,576.0,252.0,3.0,11.0,111800.0,1365.0,Health Care,Manufacturing,Retail Trade,Education,Accommodation and Food Service,276.0,152.0,122.0,110.0,104.0,516.0,Transportation,Health Care,Wholesale Trade,Education,Other Service,264.0,59.0,39.0,38.0,34.0,Chicago,Out of Region,Calumet City,South Holland,Burnham,513.0,186.0,45.0,43.0,34.0,Out of Region,Chicago,Burnham,Calumet City,Lansing,221.0,72.0,34.0,34.0,25.0,27.29024,21.63616,48.9264,34.19939,12.03128,46.23067,43.32694,30.34384,73.67078,33.14922,20.55395,53.70317,,,,19483.22452,10302390,22999826,9949377,7668544,1730197,0,0,42347944,N/A,89.72150506,1241.324705,126.9654207,10.22821992,17.34051318,1.396936121,2.538238676,0.204478221,14.86138977,1.197220172,5.836143703,0.470154479,47.56355849,3.831677425,472.8499414,38.09236531,0,0,377.3872208,30.40197454,175.9822784,14.17697381
Burr Ridge,10408,10559,151,10678.0,2578.0,1109.0,1935.0,2940.0,1605.0,511.0,48.7,8123.0,448.0,402.0,1669.0,36.0,10577.0,8736.0,5168.0,4898.0,270.0,3568.0,485,4290.0,3640.0,353.0,198.0,58.0,41.0,7650.0,7269.0,5241.0,426.0,469.0,504.0,413.0,532.0,1675.0,113576.0,4019.0,3645.0,374.0,177.0,4196.0,3159.0,520.0,21.0,95.0,401.0,8.2,563.0,2923.0,568.0,142.0,1986.0,109.0,712.0,1041.0,1542.0,792.0,144.0,488.0,578.0,2435.0,670900.0,4998.0,Health Care,Retail Trade,Professional,Education,Manufacturing,761.0,507.0,502.0,421.0,416.0,10949.0,Professional,Administration,Wholesale Trade,Construction,Manufacturing,2027.0,1355.0,1063.0,984.0,891.0,Chicago,Out of Region,Burr Ridge,Unincorporated,Hinsdale,1180.0,339.0,210.0,140.0,115.0,Chicago,Out of Region,Unincorporated,Naperville,Bolingbrook,1410.0,1036.0,870.0,324.0,286.0,34.51903,22.67882,57.19785,44.60489,13.53743,58.14231,61.22474,32.48281,93.70755,42.53576,21.90575,64.44152,8850.0,299.0,3.496667056484622,23634.98166,149786324,807838359,116383646,79724358,0,6904,0,1003953267,N/A,12.19141959,4567.562795,2505.162511,54.84681051,20.80451093,0.455483851,7.345322403,0.160814919,198.0305152,4.335583856,103.9667906,2.276198386,346.2033121,7.57960706,871.0824746,19.07105635,0,0,128.9841962,2.823917306,385.9831622,8.450527764
