,GEOG,MEDINC,IN_LBFRC,EMP,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,OTHER,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,TOT_POP,TOT_HH,WHITE,HISP,BLACK,ASIAN,2010_POP,2000_POP,YEAR,EMP_RATE,WHITE_PCT,HISP_PCT,BLACK_PCT,ASIAN_PCT,OTHER_PCT,OWN_OCC_HU_PCT,RENT_OCC_HU_PCT,VAC_HU_PCT
50,North Center,92663.61256544504,22271.0,21317.0,3930.0,470.0,4021.0,3494.0,4284.0,-9999.0,3081.0,6722.0,3959.0,1601.0,856.0,1147.0,7373.0,7170.0,1676.0,34623.0,14543.0,26322.0,4987.0,674.0,1493.0,31867,31895,2017,0.9571640249652014,0.7602460791959103,0.14403720070473386,0.019466828408861162,0.04312162435375329,0.03312826733674147,0.5069793027573403,0.4930206972426597,0.11524444750051571
51,North Lawndale,22383.485309017226,12336.0,9450.0,1729.0,384.0,4055.0,4891.0,3565.0,-9999.0,1777.0,4892.0,6175.0,1463.0,336.0,499.0,2687.0,8182.0,3774.0,35276.0,10869.0,811.0,2470.0,31397.0,99.0,35912,41768,2017,0.7660505836575876,0.02299013493593378,0.07001927656196848,0.890038553123937,0.0028064406395282913,0.014145594738632498,0.24721685527647438,0.7527831447235256,0.34722605575489923
52,North Park,51818.181818181816,9334.0,8485.0,2260.0,129.0,1055.0,1256.0,2339.0,-9999.0,1807.0,2338.0,2165.0,556.0,202.0,438.0,3301.0,3229.0,538.0,18442.0,6530.0,9358.0,3632.0,473.0,4541.0,17931,18514,2017,0.9090422112706236,0.5074286953692658,0.19694176336622926,0.025647977442793624,0.24623142826157685,0.023750135560134476,0.5055130168453292,0.49448698315467077,0.08238897396630934
53,Norwood Park,71282.05128205128,19425.0,18031.0,11193.0,202.0,923.0,571.0,2797.0,-9999.0,1931.0,4929.0,6668.0,1726.0,442.0,800.0,11567.0,2743.0,1386.0,36247.0,14311.0,29297.0,4295.0,335.0,1520.0,37023,37543,2017,0.9282368082368082,0.8082599939305322,0.11849256490192292,0.009242144177449169,0.04193450492454548,0.02207079206555025,0.8082593808958144,0.19167074278527008,0.09684857801691008
54,O'Hare,46638.418079096045,7145.0,6522.0,861.0,38.0,435.0,390.0,4962.0,-9999.0,1840.0,3371.0,1392.0,14.0,67.0,612.0,2778.0,3548.0,359.0,13695.0,6321.0,10316.0,1161.0,106.0,1501.0,12756,11665,2017,0.9128061581525543,0.7532676159182183,0.08477546549835706,0.0077400511135450895,0.10960204454180358,0.04468784227820372,0.4394874228761272,0.5613035912039235,0.05679481094763487
55,Oakland,28435.672514619884,3155.0,2477.0,269.0,92.0,102.0,292.0,2383.0,-9999.0,1022.0,1188.0,700.0,151.0,77.0,16.0,558.0,2235.0,345.0,6422.0,2793.0,142.0,209.0,5946.0,109.0,5918,6110,2017,0.7851030110935023,0.022111491747119277,0.03254437869822485,0.9258797882279663,0.01697290563687325,0.002491435689816257,0.19978517722878625,0.8002148227712137,0.12352309344790548
56,Portage Park,57030.70827142149,37416.0,33926.0,10422.0,207.0,5835.0,4208.0,4047.0,-9999.0,3992.0,9370.0,7170.0,2969.0,1281.0,1415.0,12933.0,9657.0,2193.0,64841.0,22589.0,32639.0,27107.0,812.0,2868.0,64124,65340,2017,0.9067243959803293,0.5033697814654309,0.4180533921438596,0.012522940731944295,0.044231273422680094,0.021822612236085195,0.572535304794369,0.42750896454026294,0.09708265084775776
57,Pullman,36728.39506172839,3384.0,2728.0,985.0,1511.0,311.0,327.0,306.0,-9999.0,458.0,1489.0,1151.0,278.0,74.0,72.0,1276.0,1618.0,556.0,6501.0,2894.0,464.0,551.0,5380.0,34.0,7325,8921,2017,0.806146572104019,0.07137363482541148,0.08475619135517613,0.8275649900015383,0.005229964620827565,0.011075219197046609,0.44091223220456116,0.5590877677954388,0.19212163096060816
58,Riverdale,14845.505617977527,2353.0,1393.0,540.0,1542.0,141.0,102.0,941.0,-9999.0,431.0,1263.0,1244.0,270.0,58.0,33.0,241.0,2053.0,972.0,7090.0,2294.0,77.0,278.0,6676.0,26.0,6482,9809,2017,0.5920101997450063,0.01086036671368124,0.03921015514809591,0.941607898448519,0.0036671368124118475,0.00465444287729196,0.1050566695727986,0.8949433304272014,0.4237140366172624
59,Rogers Park,37223.34004024145,31691.0,28580.0,1515.0,609.0,855.0,3074.0,21498.0,-9999.0,14090.0,9008.0,3365.0,728.0,373.0,1677.0,5925.0,17895.0,3744.0,54402.0,23820.0,22769.0,13135.0,13320.0,3501.0,54991,63484,2017,0.9018333280742167,0.41853240689680526,0.24144332928936435,0.24484393956104555,0.06435425168192346,0.030826072570861365,0.24874055415617127,0.7512594458438288,0.15717884130982368
60,Roseland,37241.97247706422,18155.0,13540.0,10414.0,1460.0,2511.0,1383.0,1955.0,-9999.0,1551.0,5408.0,6818.0,2656.0,1349.0,467.0,8012.0,6320.0,3450.0,42505.0,14332.0,557.0,450.0,40846.0,185.0,44619,52723,2017,0.7458000550812448,0.013104340665804024,0.010586989765909893,0.9609692977296789,0.0043524291259851786,0.010986942712622044,0.559028746860173,0.44097125313982694,0.24072006698297516
61,South Chicago,28503.81679389313,12409.0,9700.0,4151.0,373.0,3391.0,3121.0,2957.0,-9999.0,2463.0,4742.0,4803.0,1379.0,621.0,302.0,3965.0,6225.0,3818.0,28095.0,10190.0,782.0,6083.0,20818.0,110.0,31198,38596,2017,0.7816907083568377,0.02783413418757786,0.2165153941982559,0.7409859405588183,0.003915287417689981,0.010749243637657946,0.3891069676153091,0.6108930323846908,0.3746810598626104
62,South Deering,35056.02240896359,6989.0,5222.0,2737.0,1674.0,639.0,307.0,393.0,-9999.0,387.0,2054.0,2368.0,672.0,305.0,154.0,2928.0,2140.0,718.0,15305.0,5068.0,592.0,4580.0,9971.0,8.0,15109,16990,2017,0.7471741307769352,0.03868016987912447,0.2992486115648481,0.6514864423391049,0.0005227049983665469,0.010062071218556028,0.5777426992896606,0.4222573007103394,0.14167324388318864
63,South Lawndale,30700.55796652201,29229.0,25383.0,3700.0,477.0,8030.0,6324.0,2881.0,-9999.0,2617.0,10852.0,6056.0,1255.0,709.0,292.0,6452.0,11596.0,3441.0,73826.0,18048.0,2267.0,62928.0,8158.0,181.0,79288,91071,2017,0.8684183516370728,0.030707338877902095,0.8523826294259474,0.11050307479749681,0.002451710779400211,0.00395524611925338,0.3574911347517731,0.6425088652482269,0.19065824468085107
64,South Shore,26425.173010380626,23772.0,18497.0,3775.0,655.0,2438.0,5763.0,16260.0,-9999.0,10623.0,9741.0,6033.0,1773.0,752.0,1182.0,5187.0,17358.0,6377.0,51451.0,22545.0,1104.0,894.0,48089.0,182.0,52010,61556,2017,0.778100286050816,0.021457308895842648,0.01737575557326388,0.9346562749023343,0.003537346212901596,0.022973314415657618,0.2300731869594145,0.7699268130405855,0.2828565092038146
65,The Loop,93254.38230383974,22787.0,21494.0,417.0,186.0,72.0,28.0,20639.0,-9999.0,11297.0,8093.0,1806.0,236.0,34.0,1044.0,7455.0,10640.0,3371.0,33442.0,18095.0,20378.0,2156.0,4131.0,5733.0,29283,16388,2017,0.9432571202878834,0.609353507565337,0.06446982835954787,0.1235273009987441,0.17143113450152503,0.031218228574846,0.4119922630560928,0.5880077369439072,0.18629455650732246
66,Uptown,45710.645526613815,35418.0,31941.0,1354.0,578.0,600.0,2293.0,27492.0,-9999.0,18006.0,9023.0,4440.0,608.0,271.0,2088.0,8797.0,20434.0,3117.0,55137.0,29231.0,30371.0,6402.0,11445.0,4831.0,56362,63551,2017,0.9018295781805862,0.5508279376824999,0.11611077860601773,0.20757386147233256,0.08761811487748698,0.03786930736166277,0.3009476240977045,0.6990523759022955,0.10663336868393145
67,Washington Heights,44071.26168224299,13177.0,10583.0,7842.0,161.0,543.0,678.0,1218.0,-9999.0,884.0,2529.0,4910.0,1594.0,543.0,510.0,6522.0,2979.0,959.0,27116.0,9501.0,351.0,287.0,25968.0,0.0,26493,29843,2017,0.8031418380511497,0.01294438707774008,0.010584156955303141,0.9576633721787874,0.0,0.018808083788169346,0.686454057467635,0.313545942532365,0.10093674350068414
68,Washington Park,22084.745762711864,4967.0,3389.0,266.0,190.0,438.0,1299.0,3510.0,-9999.0,1104.0,2008.0,2030.0,481.0,85.0,271.0,683.0,3653.0,1372.0,12081.0,4336.0,48.0,158.0,11595.0,9.0,11717,14146,2017,0.6823032011274411,0.003973181028060591,0.013078387550699445,0.9597715420908866,0.0007449714427613609,0.022431917887592086,0.15751845018450183,0.8424815498154982,0.31642066420664205
69,West Elsdon,44791.1227154047,9285.0,7914.0,3790.0,169.0,481.0,490.0,443.0,-9999.0,305.0,1742.0,2271.0,705.0,367.0,7.0,3516.0,1571.0,303.0,19219.0,5088.0,3241.0,15402.0,264.0,306.0,18109,15921,2017,0.8523424878836834,0.16863520474530413,0.8013944534054842,0.013736406680888704,0.015921744107393724,0.0003642229044175035,0.6910377358490566,0.3087657232704403,0.05955188679245283
70,West Englewood,27399.38080495356,13296.0,8674.0,6562.0,232.0,3888.0,1533.0,849.0,-9999.0,1138.0,3782.0,5055.0,1981.0,1134.0,392.0,4636.0,5108.0,3346.0,32156.0,9744.0,235.0,1563.0,29955.0,11.0,35505,45282,2017,0.6523766546329723,0.007308122900858316,0.0486067918895385,0.9315524318945142,0.0003420823485508148,0.012190570966538127,0.4757799671592775,0.5242200328407225,0.34339080459770116
71,West Garfield Park,23947.368421052637,5699.0,4682.0,824.0,78.0,2909.0,1842.0,1977.0,-9999.0,1497.0,2095.0,2979.0,818.0,240.0,50.0,1380.0,3979.0,2271.0,17742.0,5359.0,315.0,354.0,16962.0,61.0,18001,23019,2017,0.821547639936831,0.017754480892796753,0.019952654717619207,0.956036523503551,0.0034381693157479426,0.002818171570285199,0.2575107296137339,0.7424892703862661,0.42377309199477514
72,West Lawn,50384.16763678696,16396.0,14185.0,6603.0,120.0,1243.0,805.0,955.0,-9999.0,898.0,2167.0,3953.0,1955.0,801.0,120.0,6554.0,2520.0,700.0,32749.0,9074.0,4989.0,26395.0,1067.0,178.0,33355,29235,2017,0.8651500365942912,0.15234052948181623,0.805978808513237,0.032581147515954686,0.005435280466579132,0.003664234022412898,0.7222834472118139,0.277716552788186,0.07714348688560722
73,West Pullman,33898.4375,12304.0,9095.0,7633.0,329.0,1941.0,580.0,580.0,-9999.0,709.0,2664.0,5478.0,1727.0,693.0,152.0,5513.0,3546.0,2211.0,27982.0,9058.0,280.0,1351.0,26132.0,67.0,29651,36649,2017,0.7391905071521456,0.010006432706740048,0.04828103781002073,0.9338860696161818,0.0023943963976842254,0.005432063469373169,0.6086332523735924,0.3914771472731287,0.24409361890041953
74,West Ridge,46091.2343470483,36075.0,32885.0,5096.0,1390.0,2605.0,6940.0,11750.0,-9999.0,7199.0,10066.0,8576.0,1489.0,546.0,2583.0,11376.0,13030.0,3470.0,72211.0,24406.0,31978.0,12672.0,8110.0,16868.0,71942,73199,2017,0.9115731115731116,0.44284111838916507,0.17548572932101758,0.11230975890099847,0.23359321986954895,0.035770173519269914,0.46611488978120136,0.5338851102187987,0.14217815291321806
75,West Town,75509.48125544899,59403.0,55658.0,4242.0,1678.0,5580.0,13981.0,15306.0,-9999.0,9037.0,18792.0,9862.0,2502.0,626.0,2580.0,14262.0,23459.0,3098.0,86429.0,37721.0,50531.0,23321.0,6480.0,3517.0,82236,87435,2017,0.9369560459909432,0.5846532992398384,0.2698284140739798,0.07497483483552975,0.040692360203172545,0.029851091647479434,0.3780917791150818,0.6219082208849183,0.08212931788658838
76,Woodlawn,23985.557083906464,9533.0,7359.0,982.0,421.0,2096.0,3088.0,5488.0,-9999.0,3028.0,3853.0,3813.0,1080.0,327.0,497.0,1932.0,7185.0,2984.0,24150.0,9117.0,1865.0,585.0,20456.0,747.0,23740,27086,2017,0.7719500681842022,0.07722567287784679,0.02422360248447205,0.8470393374741201,0.03093167701863354,0.020579710144927536,0.2119118130964133,0.7880881869035867,0.32730064714270046
0,Albany Park,55560.95736724009,29653.0,27243.0,3413.0,226.0,3476.0,3654.0,7303.0,,4353.0,7239.0,4790.0,1336.0,378.0,1531.0,6415.0,9996.0,1685.0,51575.0,16411.0,14932.0,24892.0,2337.0,7883.0,51542,57655,2018,0.9187266043907868,0.28952011633543384,0.48263693650024236,0.04531265147842947,0.15284537081919536,0.02968492486669898,0.3908963500091402,0.6091036499908598,0.10267503503747487
1,Archer Heights,44948.55967078189,6700.0,6038.0,1904.0,44.0,1092.0,1019.0,183.0,,353.0,1497.0,1762.0,393.0,263.0,60.0,2188.0,1719.0,361.0,13233.0,3906.0,2477.0,10178.0,79.0,439.0,13393,12644,2018,0.9011940298507463,0.187183556260863,0.7691377616564649,0.005969923675659337,0.03317463915967657,0.004534119247336205,0.5601638504864311,0.4400921658986175,0.09242191500256017
2,Armour Square,26543.20987654321,6688.0,5879.0,381.0,674.0,855.0,1114.0,2653.0,,1414.0,1813.0,2049.0,261.0,153.0,130.0,1912.0,3252.0,527.0,13699.0,5165.0,1599.0,423.0,1248.0,10299.0,13391,12032,2018,0.8790370813397129,0.11672384845609168,0.030878166289510182,0.09110154025841302,0.7518067012190671,0.009489743776918023,0.37018393030009683,0.6296224588576961,0.10203291384317521
3,Ashburn,65498.638529611984,22477.0,19608.0,11887.0,103.0,347.0,388.0,748.0,,373.0,2421.0,6905.0,2802.0,981.0,830.0,10784.0,2049.0,649.0,43283.0,12833.0,5044.0,16374.0,20721.0,314.0,41081,39584,2018,0.8723584108199492,0.11653536030312132,0.3783009495644941,0.47873298985744983,0.0072545803202180995,0.019176119954716634,0.8403335151562378,0.15966648484376217,0.050572742149146734
4,Auburn Gresham,29820.675105485232,20671.0,15788.0,8613.0,307.0,4152.0,3445.0,4031.0,,3573.0,7132.0,6686.0,2264.0,928.0,479.0,7529.0,9750.0,3304.0,45770.0,17279.0,257.0,614.0,44267.0,153.0,48743,55928,2018,0.7637753374292487,0.005615031680139829,0.013414900589906052,0.9671618964387153,0.003342800961328381,0.010465370329910422,0.43573123444643785,0.5642687655535621,0.19121476937322762
5,Austin,31919.547588561672,41617.0,34244.0,9847.0,615.0,11490.0,6869.0,8293.0,,6583.0,14019.0,11165.0,3422.0,2024.0,791.0,12960.0,19419.0,4834.0,97611.0,32379.0,4407.0,12270.0,79668.0,475.0,98514,117527,2018,0.8228368214912175,0.04514860005532163,0.12570304576328487,0.816178504471832,0.004866254827837027,0.008103594881724395,0.40025942740665243,0.5997405725933476,0.14929429568547514
6,Avalon Park,37670.94017094017,4294.0,3255.0,2760.0,233.0,362.0,441.0,701.0,,1016.0,935.0,1444.0,689.0,413.0,99.0,2528.0,1344.0,625.0,9795.0,3873.0,37.0,68.0,9573.0,19.0,10185,11147,2018,0.7580344666977178,0.003777437468095967,0.006942317508933129,0.9773353751914242,0.0019397651863195507,0.01010719754977029,0.6527239865737154,0.3470178156467854,0.1613736121869352
7,Avondale,47714.28571428572,21034.0,19633.0,2397.0,376.0,4558.0,4625.0,3162.0,,2956.0,6989.0,3952.0,807.0,434.0,785.0,4992.0,8526.0,1620.0,38191.0,13518.0,11898.0,23368.0,800.0,1340.0,39262,43083,2018,0.9333935532946658,0.3115393679139064,0.6118719069937943,0.020947343614987825,0.0350868005551046,0.020554580922206803,0.3692853972481136,0.6307146027518864,0.11984021304926765
8,Belmont Cragin,44795.727136431786,40700.0,36277.0,9010.0,544.0,5977.0,5547.0,3096.0,,3588.0,9917.0,6759.0,2633.0,1370.0,775.0,10981.0,10961.0,2325.0,78107.0,21941.0,10859.0,62945.0,2194.0,1333.0,78743,78144,2018,0.8913267813267813,0.13902723187422383,0.8058816751379518,0.028089671860396636,0.017066332082911903,0.009922286094716223,0.5004785561277972,0.49956702064627867,0.10596599972653936
9,Beverly,91006.600660066,10866.0,10152.0,6261.0,72.0,329.0,242.0,1114.0,,894.0,1434.0,3218.0,1724.0,764.0,457.0,6162.0,1448.0,424.0,20836.0,7610.0,12043.0,1200.0,7047.0,89.0,20034,21992,2018,0.9342904472667035,0.5779900172777884,0.05759262814359762,0.338212708773277,0.00427145325398349,0.021933192551353425,0.8097240473061761,0.1902759526938239,0.0557161629434954
10,Bridgeport,42629.65425531915,18073.0,16279.0,3739.0,461.0,3387.0,3916.0,2206.0,,2163.0,5608.0,4258.0,1314.0,383.0,618.0,5572.0,6969.0,1184.0,32789.0,12540.0,10955.0,8160.0,863.0,12193.0,31977,33694,2018,0.9007359043877607,0.3341059501662143,0.24886394827533623,0.026319802372746958,0.37186251486779104,0.018847784317911495,0.44433811802232853,0.5557416267942584,0.09441786283891547
11,Brighton Park,38673.096976016684,20782.0,18383.0,3305.0,255.0,6474.0,3475.0,411.0,,1196.0,5980.0,5104.0,1126.0,546.0,259.0,5778.0,6407.0,1767.0,44231.0,12185.0,2798.0,37468.0,453.0,3253.0,45368,44912,2018,0.8845635646232316,0.06325880038886754,0.8470981890529267,0.010241685695552893,0.07354570323980919,0.005855621622843707,0.4741895773491998,0.5258104226508001,0.14501436192039394
12,Burnside,24462.36559139785,1029.0,840.0,685.0,53.0,221.0,117.0,228.0,,337.0,293.0,402.0,202.0,70.0,12.0,437.0,489.0,378.0,2442.0,926.0,11.0,0.0,2419.0,0.0,2916,3294,2018,0.8163265306122449,0.0045045045045045045,0.0,0.9905814905814906,0.0,0.004914004914004914,0.4719222462203024,0.5280777537796977,0.408207343412527
13,Calumet Heights,48160.71428571428,6306.0,5395.0,4595.0,176.0,557.0,454.0,189.0,,346.0,1463.0,3110.0,779.0,321.0,102.0,4058.0,1240.0,721.0,13306.0,5298.0,161.0,465.0,12566.0,12.0,13812,15974,2018,0.8555344116714241,0.01209980459942883,0.034946640613257175,0.9443859912821284,0.00090184879001954,0.00766571471516609,0.7659494148735372,0.23405058512646282,0.13608909022272556
14,Chatham,32348.214285714286,15032.0,12161.0,5268.0,534.0,1719.0,2422.0,6638.0,,4642.0,5705.0,4659.0,1238.0,357.0,291.0,5142.0,8393.0,3066.0,30991.0,13534.0,459.0,311.0,29836.0,93.0,31028,37275,2018,0.8090074507716871,0.014810751508502468,0.010035171501403633,0.9627311154851409,0.0030008712206769706,0.009389822851795683,0.37993202305305157,0.6201418649327619,0.22654056450421162
15,Chicago Lawn,33616.30321910696,25890.0,20233.0,7660.0,152.0,4186.0,4009.0,2792.0,,3253.0,6059.0,6337.0,2039.0,1153.0,856.0,6902.0,9013.0,2926.0,54265.0,15915.0,1973.0,26109.0,25023.0,304.0,55628,61412,2018,0.7814986481266898,0.03635861052243619,0.4811388556159587,0.4611259559568783,0.005602137657790472,0.01577444024693633,0.4336789192585611,0.5663210807414389,0.183851712221175
16,Clearing,62908.16326530613,13478.0,12123.0,5265.0,516.0,571.0,881.0,1911.0,,904.0,2658.0,4269.0,904.0,428.0,300.0,5979.0,2675.0,509.0,25200.0,8654.0,11672.0,12527.0,340.0,361.0,23139,22331,2018,0.8994657961121828,0.4631746031746032,0.4971031746031746,0.013492063492063493,0.014325396825396826,0.011904761904761904,0.6908943840998383,0.3091056159001618,0.05881673214698405
17,Douglas,29398.28080229226,9861.0,8281.0,754.0,646.0,304.0,553.0,8293.0,,5167.0,3048.0,1644.0,589.0,117.0,455.0,1664.0,7826.0,1075.0,20559.0,9490.0,2356.0,649.0,14460.0,2639.0,18238,26470,2018,0.8397728425109016,0.11459701347341797,0.03156768325307651,0.7033416022180067,0.12836227442969017,0.022131426625808647,0.17534246575342466,0.8246575342465754,0.11327713382507903
18,Dunning,61589.59537572254,23573.0,22193.0,10561.0,470.0,1169.0,1137.0,3074.0,,1613.0,6381.0,5791.0,2087.0,616.0,373.0,11449.0,4087.0,952.0,43444.0,15536.0,27862.0,12559.0,895.0,1755.0,41932,42164,2018,0.9414584482246638,0.6413313691188657,0.2890847988214713,0.020601233772212502,0.04039683270417089,0.008585765583279625,0.7369335736354274,0.2630664263645726,0.061277033985581875
19,East Garfield Park,24000.0,7488.0,6119.0,971.0,365.0,2181.0,2520.0,2369.0,,1862.0,2479.0,2975.0,792.0,299.0,208.0,1546.0,5379.0,1481.0,20225.0,6925.0,1079.0,711.0,18147.0,80.0,20567,20881,2018,0.8171741452991453,0.05334981458590853,0.03515451174289246,0.8972558714462299,0.003955500618046972,0.010284301606922126,0.22324909747292418,0.7767509025270758,0.21386281588447653
20,East Side,42917.82729805014,11240.0,9170.0,4807.0,158.0,1626.0,906.0,249.0,,421.0,2356.0,3502.0,1188.0,277.0,38.0,4712.0,2117.0,916.0,22982.0,6828.0,3929.0,18387.0,562.0,66.0,23042,23653,2018,0.8158362989323843,0.17095988164650597,0.8000609172395788,0.024453920459490037,0.002871812723000609,0.001653467931424593,0.690099589923843,0.31004686584651436,0.1341534856473345
21,Edgewater,47636.41425389755,34046.0,31680.0,2016.0,410.0,1827.0,2690.0,25382.0,,17752.0,9704.0,3668.0,792.0,435.0,1712.0,10262.0,18405.0,3684.0,55430.0,28667.0,30615.0,9081.0,7592.0,6430.0,56521,62198,2018,0.9305057862891383,0.5523182392206386,0.16382825184917915,0.13696554212520295,0.11600216489265741,0.030885801912321847,0.3579725817141661,0.6420274182858339,0.12851013360309763
22,Edison Park,90172.53044654938,6366.0,6105.0,3215.0,76.0,144.0,248.0,1181.0,,546.0,1532.0,1619.0,983.0,184.0,114.0,3409.0,1055.0,399.0,11008.0,4465.0,9760.0,749.0,148.0,236.0,11187,11328,2018,0.9590009425070688,0.8866279069767442,0.06804142441860465,0.013444767441860465,0.021438953488372093,0.01035610465116279,0.7634938409854424,0.23628219484882418,0.08936170212765958
23,Englewood,20111.892583120203,10149.0,6564.0,3211.0,324.0,4955.0,2225.0,3485.0,,2560.0,4698.0,4792.0,1516.0,670.0,308.0,2363.0,6828.0,5045.0,26020.0,9191.0,204.0,756.0,24690.0,62.0,30654,40222,2018,0.646763227904227,0.007840122982321292,0.02905457340507302,0.9488854727132975,0.002382782475019216,0.011837048424289008,0.2570993363072571,0.7429006636927429,0.5489065390055489
24,Forest Glen,108145.7345971564,9763.0,9265.0,5909.0,330.0,287.0,238.0,380.0,,303.0,1519.0,3710.0,1214.0,397.0,397.0,6023.0,656.0,465.0,18651.0,6678.0,13669.0,2440.0,169.0,1976.0,18508,18165,2018,0.9489910888046706,0.7328829553375155,0.13082408449949065,0.009061176344431933,0.10594606187335799,0.02128572194520401,0.9019167415393831,0.09823300389338126,0.06963162623539983
25,Fuller Park,22456.14035087719,968.0,697.0,308.0,83.0,457.0,192.0,457.0,,463.0,471.0,448.0,66.0,68.0,2.0,384.0,710.0,422.0,2457.0,1089.0,123.0,141.0,2175.0,16.0,2876,3420,2018,0.7200413223140496,0.050061050061050064,0.057387057387057384,0.8852258852258852,0.006512006512006512,0.000814000814000814,0.3526170798898072,0.6519742883379247,0.3875114784205693
26,Gage Park,40195.08670520231,19487.0,16456.0,5012.0,123.0,2582.0,2244.0,700.0,,1344.0,3635.0,3474.0,1311.0,904.0,47.0,5298.0,4422.0,948.0,40926.0,9720.0,1432.0,37904.0,1352.0,191.0,39894,39193,2018,0.8444604095037718,0.03498998191858476,0.9261594096662269,0.033035234325367736,0.004666959878805649,0.0011484142110150027,0.5450617283950617,0.45493827160493827,0.09753086419753086
27,Garfield Ridge,63129.251700680274,18017.0,16204.0,10307.0,174.0,733.0,637.0,732.0,,790.0,2659.0,6488.0,1926.0,770.0,309.0,9716.0,2317.0,600.0,35470.0,12008.0,16196.0,17229.0,1431.0,305.0,34513,36101,2018,0.8993728145640228,0.4566112207499295,0.4857344234564421,0.040343952636030446,0.008598815900761206,0.008711587256836763,0.8091272485009994,0.19295469686875416,0.049966688874083946
28,Grand Boulevard,29686.76122931442,10296.0,8252.0,1088.0,662.0,706.0,2948.0,6827.0,,3546.0,3419.0,3803.0,1102.0,374.0,521.0,2194.0,7848.0,2202.0,22056.0,9843.0,570.0,373.0,20503.0,89.0,21929,28006,2018,0.8014763014763014,0.025843307943416757,0.016911498005077984,0.929588320638375,0.004035183170112441,0.023621690243017773,0.22289952250330183,0.7973178908869247,0.22371228284059738
29,Greater Grand Crossing,27723.26674500588,14357.0,10929.0,4555.0,253.0,3952.0,2485.0,4333.0,,3066.0,5796.0,4497.0,1713.0,517.0,337.0,4006.0,8133.0,3450.0,32461.0,12139.0,431.0,387.0,31301.0,5.0,32602,38619,2018,0.7612314550393536,0.013277471427251162,0.011921998706139676,0.964264810079788,0.0001540309910353963,0.010381688795785712,0.33001070928412557,0.6699892907158744,0.2842079248702529
30,Hegewisch,58333.333333333336,4568.0,4277.0,2787.0,17.0,642.0,129.0,139.0,,341.0,1085.0,1873.0,437.0,159.0,17.0,2673.0,909.0,312.0,9182.0,3583.0,4114.0,4604.0,447.0,0.0,9426,9781,2018,0.9362959719789843,0.44805053365279895,0.5014158135482466,0.04868220431278589,0.0,0.0018514484861685907,0.7460228858498466,0.2536980184203182,0.08707786770862405
31,Hermosa,39289.27680798005,12812.0,11721.0,2327.0,102.0,2396.0,1973.0,968.0,,1061.0,3109.0,2493.0,741.0,370.0,343.0,2959.0,4023.0,792.0,24450.0,6982.0,1900.0,21321.0,502.0,384.0,25010,26908,2018,0.9148454573837028,0.07770961145194274,0.8720245398773007,0.02053169734151329,0.01570552147239264,0.014028629856850716,0.4238040676024062,0.5761959323975938,0.11343454597536523
32,Humboldt Park,34806.79702048417,24990.0,21325.0,4041.0,262.0,6639.0,5355.0,3204.0,,2670.0,7939.0,6448.0,1706.0,755.0,926.0,6050.0,10487.0,2981.0,56248.0,16537.0,3258.0,30847.0,20912.0,305.0,56323,65836,2018,0.8533413365346139,0.057922059451002705,0.5484106101550278,0.37178210780827764,0.005422415019200683,0.016462807566491253,0.3658462840902219,0.6341537159097781,0.18026244179718207
33,Hyde Park,51482.75862068965,14079.0,13134.0,829.0,1009.0,206.0,1100.0,11019.0,,6360.0,3446.0,2557.0,1359.0,482.0,1063.0,4479.0,8050.0,1675.0,26573.0,12529.0,12539.0,2101.0,7621.0,3249.0,25681,29920,2018,0.932878755593437,0.4718699431754036,0.07906521657321341,0.28679486697023293,0.12226696270650661,0.040003010574643436,0.35749062175752255,0.6425093782424774,0.13368983957219252
34,Irving Park,55953.24675324676,31521.0,29592.0,5997.0,674.0,4843.0,3968.0,6874.0,,4789.0,9253.0,5454.0,2062.0,889.0,1587.0,9273.0,11155.0,2019.0,55417.0,20428.0,22975.0,24733.0,1543.0,4579.0,53359,58643,2018,0.9388027029599315,0.4145839724272335,0.4463070898821661,0.027843441543208763,0.0826280744175975,0.028637421729794107,0.4539357744272567,0.5460642255727433,0.09883493244566281
35,Jefferson Park,66013.07189542483,15077.0,13958.0,5271.0,124.0,2411.0,1588.0,1646.0,,1651.0,4010.0,3722.0,1265.0,397.0,604.0,6368.0,3898.0,779.0,26755.0,10266.0,17155.0,6125.0,274.0,2597.0,25448,25859,2018,0.9257809909133117,0.641188562885442,0.22892917211736125,0.010241076434311344,0.09706596897776117,0.022575219585124276,0.6203000194817845,0.37969998051821546,0.07588155075004871
36,Kenwood,41413.64902506964,9125.0,7945.0,724.0,713.0,160.0,680.0,8132.0,,4402.0,3099.0,1903.0,742.0,286.0,516.0,2807.0,6310.0,1315.0,17074.0,9117.0,2925.0,503.0,11690.0,1440.0,17841,18363,2018,0.8706849315068493,0.17131310764905705,0.029459997657256647,0.6846667447581117,0.08433876068876654,0.030221389246808013,0.30788636612920917,0.6921136338707908,0.14423604255785893
